"ID"	"pval"	"adj.pval"	"log10.adj"	"aucs.mat"	"fc"	"sig"
"42"	"Akkermansia sp. CAG:344 [r_03592]"	0.901929049761231	0.959813503494959	0.0178131443264007	0.503508771929825	0	"not sig"
"43"	"Akkermansia sp. [r_02555]"	0.925781548626252	0.959813503494959	0.0178131443264007	0.49859649122807	0	"not sig"
"44"	"Akkermansia species  [m_12805]"	0.337559965641779	0.675352348921298	0.170469585291661	0.462456140350877	-0.236122517853216	"not sig"
"45"	"Alistipes finegoldii [r_03682]"	0.672995918949244	0.873269100626893	0.0588519064562585	0.523508771929825	0.109183349792761	"not sig"
"46"	"Alistipes finegoldii/onderdonkii [r_03069]"	0.858063319450926	0.959813503494959	0.0178131443264007	0.510175438596491	-0.0727560581226111	"not sig"
"47"	"Alistipes ihumii [r_07379]"	0.631311983073643	0.859991029201559	0.0655060789757125	0.473333333333333	-0.0792579842564446	"not sig"
"48"	"Alistipes indistinctus [r_11860]"	0.285783203633073	0.615075068075668	0.211071876644938	0.557017543859649	0.164470572084681	"not sig"
"49"	"Alistipes obesi [r_06695]"	0.147332856064647	0.515281316913596	0.287955603916621	0.419298245614035	-0.319240169131691	"not sig"
"50"	"Alistipes putredinis [r_03683]"	0.0394747594895053	0.473954701957466	0.324263163874414	0.384210526315789	-0.355445148901337	"not sig"
"51"	"Alistipes senegalensis [r_01017]"	0.567686149803635	0.822277300456798	0.0849816985799799	0.528070175438596	0.108841450639707	"not sig"
"52"	"Alistipes shahii [r_01014]"	0.732917693112395	0.933878996062568	0.0297093922353691	0.519298245614035	0.0366824093511639	"not sig"
"53"	"Alistipes sp. An31A [m_12393]"	0.103816765388819	0.496177636715957	0.304362813763376	0.526315789473684	0	"not sig"
"54"	"Alistipes sp. Marseille-P2431 [r_01016]"	0.250393720636736	0.576001866447952	0.239576109308154	0.47859649122807	0	"not sig"
"55"	"Alistipes sp. Zagget8 [r_01018]"	0.925781548626252	0.959813503494959	0.0178131443264007	0.49859649122807	0	"not sig"
"56"	"Alistipes species  [m_12829]"	0.345646246906838	0.682651337641006	0.165801054446146	0.450350877192982	-0.251584493969375	"not sig"
"57"	"Alistipes species  [m_12985]"	0.721142385014669	0.922153414786902	0.0351968211884062	0.511929824561403	0.0663604941275839	"not sig"
"58"	"Alistipes species  [m_13041]"	0.250393720636736	0.576001866447952	0.239576109308154	0.47859649122807	0	"not sig"
"59"	"Alistipes species  [m_13154]"	0.859780044795787	0.959813503494959	0.0178131443264007	0.494385964912281	-0.0854373805481966	"not sig"
"60"	"Alistipes species  [m_13563]"	0.94694928676904	0.959813503494959	0.0178131443264007	0.498947368421053	0	"not sig"
"61"	"Alistipes timonensis [r_01015]"	0.0563332991730288	0.473954701957466	0.324263163874414	0.568421052631579	0.0936376592117407	"not sig"
"62"	"Allisonella histaminiformans [r_10689]"	0.194130669656066	0.530992849996124	0.274911326805791	0.452280701754386	-0.152751372628786	"not sig"
"63"	"Alloprevotella rava [r_11761]"	0.103816765388819	0.496177636715957	0.304362813763376	0.526315789473684	0	"not sig"
"64"	"Alloprevotella tannerae [r_11629]"	0.0587145071475145	0.473954701957466	0.324263163874414	0.535087719298246	0	"not sig"
"65"	"Alloscardovia omnicolens [r_02114]"	0.000176520370980717	0.0385444100363401	1.41403859728625	0.646315789473684	0.385719745421079	"p.adj < 0.05"
"66"	"Anaerococcus hydrogenalis [r_01022]"	0.94694928676904	0.959813503494959	0.0178131443264007	0.498947368421053	0	"not sig"
"67"	"Anaerococcus lactolyticus [r_03847]"	0.103816765388819	0.496177636715957	0.304362813763376	0.526315789473684	0	"not sig"
"68"	"Anaerococcus obesiensis/vaginalis [r_01019]"	0.606332035790135	0.855181866678034	0.0679415165050327	0.484561403508772	-0.0197919953980065	"not sig"
"69"	"Anaeroglobus geminatus [r_11977]"	0.273832065620225	0.597007246960977	0.224020397017933	0.531228070175439	0.0208220254429877	"not sig"
"70"	"Anaeromassilibacillus sp. An172 [m_13698]"	0.187685207398548	0.519061444064411	0.284781229360319	0.517543859649123	0	"not sig"
"71"	"Anaeromassilibacillus sp. An200 [m_14434]"	0.925781548626252	0.959813503494959	0.0178131443264007	0.49859649122807	0	"not sig"
"72"	"Anaeromassilibacillus sp. [r_05237]"	0.0478638004827501	0.473954701957466	0.324263163874414	0.424210526315789	-0.20994386899751	"not sig"
"73"	"Anaeromassilibacillus species  [m_13295]"	0.633185804715815	0.860991811638537	0.0650009788333478	0.518771929824561	0.052847965910808	"not sig"
"74"	"Anaerostipes caccae [r_03440]"	0.797616148825365	0.959813503494959	0.0178131443264007	0.491929824561403	-0.0306907663233244	"not sig"
"75"	"Anaerostipes hadrus [r_00856]"	0.0249567440769591	0.441542899097003	0.355027095175842	0.374736842105263	-0.510743443333152	"not sig"
"76"	"Anaerostipes hadrus [r_00857]"	0.0550821395576011	0.473954701957466	0.324263163874414	0.392105263157895	-0.397482036653968	"not sig"
"77"	"Anaerotignum lactatifermentans [r_02190]"	0.241260730150792	0.576001866447952	0.239576109308154	0.462456140350877	-0.175611114877266	"not sig"
"78"	"Anaerotruncus colihominis [r_03438]"	0.916581846526146	0.959813503494959	0.0178131443264007	0.505789473684211	0.0407509387679116	"not sig"
"79"	"Anaerotruncus rubiinfantis [r_09169]"	0.711579263311048	0.912751624285328	0.0396473855296706	0.48140350877193	-0.0813536297731117	"not sig"
"80"	"Anaerotruncus sp. CAG:390 [m_14000]"	0.662344992524829	0.862480285295529	0.0642508233100146	0.50719298245614	0	"not sig"
"81"	"Anaerotruncus sp. CAG:528 [r_07590]"	0.871711384961528	0.959813503494959	0.0178131443264007	0.496842105263158	0	"not sig"
"82"	"Anaerotruncus species  [m_14235]"	0.451735897911636	0.778795007567814	0.108576841169339	0.535438596491228	0.0991609888935601	"not sig"
"83"	"Angelakisella massiliensis [r_10247]"	0.139719479969356	0.499932314237918	0.301088790749612	0.469473684210526	0	"not sig"
"84"	"Arabia massiliensis [r_10234]"	0.0858667176112541	0.496177636715957	0.304362813763376	0.428245614035088	-0.184926594870847	"not sig"
"85"	"Atopobiaceae species  [m_13944]"	0.890603920323247	0.959813503494959	0.0178131443264007	0.495438596491228	-0.0536485937613047	"not sig"
"86"	"Atopobium minutum [r_01950]"	0.925781548626252	0.959813503494959	0.0178131443264007	0.49859649122807	0	"not sig"
"87"	"Atopobium parvulum [r_02949]"	0.00223380374140914	0.153587555624633	0.813643971430134	0.642105263157895	0.328118851432484	"not sig"
"88"	"Atopobium parvulum [r_02950]"	0.0869153049393122	0.496177636715957	0.304362813763376	0.558245614035088	0.0807098449029475	"not sig"
"89"	"Atopobium rimae [r_04230]"	0.0268581542909617	0.441542899097003	0.355027095175842	0.575263157894737	0.0836255511961709	"not sig"
"90"	"Atopobium sp. oral taxon 199 [r_07347]"	0.0587145071475145	0.473954701957466	0.324263163874414	0.535087719298246	0	"not sig"
"91"	"Atopobium sp. oral taxon 810 [r_01957]"	0.187685207398548	0.519061444064411	0.284781229360319	0.517543859649123	0	"not sig"
"92"	"Atopobium species  [m_14177]"	0.0335349037288863	0.441542899097003	0.355027095175842	0.543859649122807	0	"not sig"
"93"	"Azospirillum sp. 51_20 [r_10408]"	0.302457040346851	0.63680033298986	0.195996718172992	0.455614035087719	-0.30522518605499	"not sig"
"94"	"Azospirillum sp. CAG:239 [r_07592]"	1	1	0	0.5	-0.0325676675167483	"not sig"
"95"	"Azospirillum species  [m_12508]"	0.884177431501278	0.959813503494959	0.0178131443264007	0.503684210526316	0	"not sig"
"96"	"Azospirillum species  [m_13574]"	0.258309671748123	0.577221113407203	0.238657791804908	0.478947368421053	0	"not sig"
"97"	"Azospirillum species  [m_14161]"	0.646584825479867	0.862480285295529	0.0642508233100146	0.507543859649123	0	"not sig"
"98"	"Bacillales species  [m_13219]"	0.187685207398548	0.519061444064411	0.284781229360319	0.517543859649123	0	"not sig"
"99"	"Bacteria sp. [r_00077]"	0.0635233405453044	0.473954701957466	0.324263163874414	0.586315789473684	0.345263793292496	"not sig"
"100"	"Bacteria sp. [r_00318]"	0.151653494832046	0.519061444064411	0.284781229360319	0.562456140350877	0.238310869495013	"not sig"
"101"	"Bacteria sp. [r_00321]"	0.278105212643594	0.605102972241654	0.218170713825168	0.550526315789474	0.319971580321086	"not sig"
"102"	"Bacteria sp. [r_03594]"	0.321290412638334	0.655979198064493	0.183109932436908	0.463508771929825	-0.150149364852886	"not sig"
"103"	"Bacteria species  [m_12238]"	0.0989655074089747	0.496177636715957	0.304362813763376	0.457543859649123	-0.0795796501763439	"not sig"
"104"	"Bacteria species  [m_12280]"	0.0634705391677002	0.473954701957466	0.324263163874414	0.47	0	"not sig"
"105"	"Bacteria species  [m_12409]"	0.210270939696713	0.563660423179013	0.248982457637449	0.532280701754386	0.0064222124699327	"not sig"
"106"	"Bacteria species  [m_12444]"	0.0491128387681393	0.473954701957466	0.324263163874414	0.568771929824561	0.116410224102687	"not sig"
"107"	"Bacteria species  [m_12519]"	0.103816765388819	0.496177636715957	0.304362813763376	0.526315789473684	0	"not sig"
"108"	"Bacteria species  [m_12689]"	0.252731774158852	0.576836436200582	0.238947314964986	0.532631578947368	0.0233979838491392	"not sig"
"109"	"Bacteria species  [m_12734]"	0.0587145071475145	0.473954701957466	0.324263163874414	0.535087719298246	0	"not sig"
"110"	"Bacteria species  [m_12847]"	0.0335349037288863	0.441542899097003	0.355027095175842	0.543859649122807	0	"not sig"
"111"	"Bacteria species  [m_12849]"	0.630981641649643	0.859991029201559	0.0655060789757125	0.507894736842105	0	"not sig"
"112"	"Bacteria species  [m_12918]"	0.187685207398548	0.519061444064411	0.284781229360319	0.517543859649123	0	"not sig"
"113"	"Bacteria species  [m_13068]"	0.139966157969812	0.499932314237918	0.301088790749612	0.545614035087719	0.119288206718607	"not sig"
"114"	"Bacteria species  [m_13402]"	0.0587145071475145	0.473954701957466	0.324263163874414	0.535087719298246	0	"not sig"
"115"	"Bacteria species  [m_13437]"	0.242648747140275	0.576001866447952	0.239576109308154	0.478245614035088	0	"not sig"
"116"	"Bacteria species  [m_13483]"	0.0510434481483429	0.473954701957466	0.324263163874414	0.550175438596491	0.0163893662551214	"not sig"
"117"	"Bacteria species  [m_13579]"	0.387357223655782	0.71458894418917	0.145943707297838	0.516140350877193	0	"not sig"
"118"	"Bacteria species  [m_13721]"	0.132641886591722	0.499932314237918	0.301088790749612	0.48	0	"not sig"
"119"	"Bacteria species  [m_13740]"	0.187685207398548	0.519061444064411	0.284781229360319	0.517543859649123	0	"not sig"
"120"	"Bacteria species  [m_14054]"	0.662344992524829	0.862480285295529	0.0642508233100146	0.50719298245614	0	"not sig"
"121"	"Bacteria species  [m_14124]"	0.925781548626252	0.959813503494959	0.0178131443264007	0.49859649122807	0	"not sig"
"122"	"Bacteria species  [m_14280]"	0.170889499457905	0.519061444064411	0.284781229360319	0.466842105263158	-0.00869919428953877	"not sig"
"123"	"Bacteria species  [m_14293]"	0.662344992524829	0.862480285295529	0.0642508233100146	0.50719298245614	0	"not sig"
"124"	"Bacteria species  [m_14348]"	0.132641886591722	0.499932314237918	0.301088790749612	0.48	0	"not sig"
"125"	"Bacteria species  [m_14453]"	0.0587145071475145	0.473954701957466	0.324263163874414	0.535087719298246	0	"not sig"
"126"	"Bacteroidaceae species  [m_12357]"	0.857082520482012	0.959813503494959	0.0178131443264007	0.495789473684211	0	"not sig"
"127"	"Bacteroidaceae species  [m_13034]"	0.47795128169362	0.78853223786649	0.103180546543927	0.488421052631579	0	"not sig"
"128"	"Bacteroidaceae species  [m_13789]"	0.103816765388819	0.496177636715957	0.304362813763376	0.526315789473684	0	"not sig"
"129"	"Bacteroidales sp. [r_03666]"	0.145494069485908	0.51439345056118	0.288704569639135	0.429298245614035	-0.296089085874347	"not sig"
"130"	"Bacteroidales species  [m_12262]"	0.571378627114752	0.824233615698294	0.0839496771026658	0.468245614035088	-0.0754997489132651	"not sig"
"131"	"Bacteroidales species  [m_12359]"	0.103816765388819	0.496177636715957	0.304362813763376	0.526315789473684	0	"not sig"
"132"	"Bacteroidales species  [m_12424]"	0.187685207398548	0.519061444064411	0.284781229360319	0.517543859649123	0	"not sig"
"133"	"Bacteroidales species  [m_12532]"	0.103816765388819	0.496177636715957	0.304362813763376	0.526315789473684	0	"not sig"
"134"	"Bacteroidales species  [m_12611]"	0.187685207398548	0.519061444064411	0.284781229360319	0.517543859649123	0	"not sig"
"135"	"Bacteroidales species  [m_12636]"	0.0310602178204939	0.441542899097003	0.355027095175842	0.46	0	"not sig"
"136"	"Bacteroidales species  [m_12643]"	0.57315070599583	0.824628436346314	0.0837416931396156	0.488245614035088	0	"not sig"
"137"	"Bacteroidales species  [m_12699]"	0.815698456496182	0.959813503494959	0.0178131443264007	0.505789473684211	0	"not sig"
"138"	"Bacteroidales species  [m_12808]"	0.187685207398548	0.519061444064411	0.284781229360319	0.517543859649123	0	"not sig"
"139"	"Bacteroidales species  [m_12871]"	0.187685207398548	0.519061444064411	0.284781229360319	0.517543859649123	0	"not sig"
"140"	"Bacteroidales species  [m_12895]"	0.662344992524829	0.862480285295529	0.0642508233100146	0.50719298245614	0	"not sig"
"141"	"Bacteroidales species  [m_12950]"	0.860993991010155	0.959813503494959	0.0178131443264007	0.504912280701754	0	"not sig"
"142"	"Bacteroidales species  [m_13098]"	0.733716534149333	0.934010715983464	0.0296481410442223	0.487368421052632	-0.0558299812962308	"not sig"
"143"	"Bacteroidales species  [m_13203]"	0.227833036759784	0.576001866447952	0.239576109308154	0.44280701754386	-0.291219491436609	"not sig"
"144"	"Bacteroidales species  [m_13286]"	0.282683588623628	0.609380512875653	0.215111438012739	0.445964912280702	-0.212603821640342	"not sig"
"145"	"Bacteroidales species  [m_13321]"	0.505453461886954	0.79155700379615	0.101517804057873	0.489122807017544	0	"not sig"
"146"	"Bacteroidales species  [m_13590]"	0.187685207398548	0.519061444064411	0.284781229360319	0.517543859649123	0	"not sig"
"147"	"Bacteroidales species  [m_13655]"	0.036577770676108	0.473954701957466	0.324263163874414	0.449473684210526	-0.0578496363601446	"not sig"
"148"	"Bacteroidales species  [m_13838]"	0.922501834964438	0.959813503494959	0.0178131443264007	0.50280701754386	0	"not sig"
"149"	"Bacteroidales species  [m_13898]"	0.491599130216818	0.79155700379615	0.101517804057873	0.488771929824561	0	"not sig"
"150"	"Bacteroides acidifaciens [r_03478]"	0.94694928676904	0.959813503494959	0.0178131443264007	0.498947368421053	0	"not sig"
"151"	"Bacteroides barnesiae [r_02133]"	0.187685207398548	0.519061444064411	0.284781229360319	0.517543859649123	0	"not sig"
"152"	"Bacteroides bouchesdurhonensis/faecichinchillae [r_03487]"	0.0510434481483429	0.473954701957466	0.324263163874414	0.550175438596491	0.0599599813883729	"not sig"
"153"	"Bacteroides caccae [r_03473]"	0.57094672894703	0.824233615698294	0.0839496771026658	0.468070175438597	-0.240415452561788	"not sig"
"154"	"Bacteroides caecimuris [r_03476]"	0.438157388816203	0.762234939352539	0.117911147901517	0.456842105263158	-0.225484044983002	"not sig"
"155"	"Bacteroides cellulosilyticus/fragilis [r_01597]"	0.803781494159702	0.959813503494959	0.0178131443264007	0.512631578947368	0.0484837614304223	"not sig"
"156"	"Bacteroides clarus [r_01578]"	0.753150645894767	0.947079885240329	0.0236133871468542	0.485087719298246	-0.06770315370806	"not sig"
"157"	"Bacteroides congonensis [r_03477]"	0.871711384961528	0.959813503494959	0.0178131443264007	0.496842105263158	0	"not sig"
"158"	"Bacteroides coprocola [r_11279]"	0.000349658335881398	0.0521767938987465	1.28252261045736	0.332280701754386	-1.17808666858113	"not sig"
"159"	"Bacteroides coprophilus [r_04094]"	0.0199557918962208	0.400009380845142	0.397929823668266	0.425614035087719	-0.27114805739824	"not sig"
"160"	"Bacteroides dorei/vulgatus [r_02367]"	0.380340703307143	0.71458894418917	0.145943707297838	0.450526315789474	-0.0800428806729227	"not sig"
"161"	"Bacteroides eggerthii [r_01577]"	0.272684451259776	0.595909949708946	0.224819363245095	0.442280701754386	-0.365533699138624	"not sig"
"162"	"Bacteroides faecis/thetaiotaomicron [r_01657]"	0.0929009636350685	0.496177636715957	0.304362813763376	0.594561403508772	0.259091288019846	"not sig"
"163"	"Bacteroides finegoldii [r_03474]"	0.00947669332941014	0.302519270041101	0.519246956198395	0.627719298245614	0.673559185013351	"not sig"
"164"	"Bacteroides fluxus [r_11912]"	0.218968986825498	0.57436591661454	0.240811339422807	0.525438596491228	0	"not sig"
"165"	"Bacteroides fragilis [r_01598]"	0.791290319490801	0.959813503494959	0.0178131443264007	0.505614035087719	0	"not sig"
"166"	"Bacteroides intestinalis [r_02809]"	0.241743702796414	0.576001866447952	0.239576109308154	0.552280701754386	0.221774587547427	"not sig"
"167"	"Bacteroides massiliensis [r_02135]"	0.796665154466302	0.959813503494959	0.0178131443264007	0.514210526315789	0.100175405463419	"not sig"
"168"	"Bacteroides ndongoniae [r_03596]"	0.925781548626252	0.959813503494959	0.0178131443264007	0.49859649122807	0	"not sig"
"169"	"Bacteroides nordii [r_01682]"	0.461291145120083	0.78791127423336	0.103522685150492	0.530877192982456	0.178226982795543	"not sig"
"170"	"Bacteroides plebeius [r_05069]"	0.0233545323263032	0.441542899097003	0.355027095175842	0.382982456140351	-0.861780330421431	"not sig"
"171"	"Bacteroides pyogenes [r_02139]"	0.630981641649643	0.859991029201559	0.0655060789757125	0.507894736842105	0	"not sig"
"172"	"Bacteroides rodentium/uniformis [r_00855]"	0.478521052763358	0.78853223786649	0.103180546543927	0.46	-0.0909016444952712	"not sig"
"173"	"Bacteroides salyersiae [r_02140]"	0.853093220169707	0.959813503494959	0.0178131443264007	0.508771929824561	0.0537273384065914	"not sig"
"174"	"Bacteroides sartorii [r_02366]"	0.630981641649643	0.859991029201559	0.0655060789757125	0.507894736842105	0	"not sig"
"175"	"Bacteroides sp. CAG:144 [m_12596]"	0.00380501362507888	0.165402059538837	0.78145908703992	0.360701754385965	-0.698871887864681	"not sig"
"176"	"Bacteroides sp. CAG:144 [r_07595]"	0.901929049761231	0.959813503494959	0.0178131443264007	0.503508771929825	0	"not sig"
"177"	"Bacteroides sp. CAG:709 [r_07599]"	0.505453461886954	0.79155700379615	0.101517804057873	0.489122807017544	0	"not sig"
"178"	"Bacteroides sp. CAG:927 [r_07601]"	0.752112419761229	0.946660712033112	0.0238056464394851	0.506666666666667	0	"not sig"
"179"	"Bacteroides sp. [r_02810]"	0.137986512603565	0.499932314237918	0.301088790749612	0.581929824561404	0.408286257829523	"not sig"
"180"	"Bacteroides sp. [r_03475]"	0.563560374688135	0.821782392189105	0.0852431683272906	0.532631578947368	0.106913417784735	"not sig"
"181"	"Bacteroides stercoris [r_01579]"	0.987232985569878	0.991663350501381	0.00363573695226311	0.501052631578947	-0.0427780405625685	"not sig"
"182"	"Bacteroides togonis [r_10479]"	0.662344992524829	0.862480285295529	0.0642508233100146	0.50719298245614	0	"not sig"
"183"	"Barnesiella intestinihominis [r_03595]"	0.361173026250215	0.701795328724259	0.153789526853057	0.44859649122807	-0.337161048059669	"not sig"
"184"	"Bifidobacterium adolescentis [r_02703]"	0.012133505164873	0.313371104546623	0.503941051627812	0.371228070175439	-0.769402330874879	"not sig"
"185"	"Bifidobacterium animalis [r_01303]"	0.555635805580956	0.819725567572666	0.0863315188812268	0.521754385964912	0.0600375660854045	"not sig"
"186"	"Bifidobacterium bifidum [r_03116]"	0.000200901615974967	0.0385444100363401	1.41403859728625	0.352280701754386	-0.796162161221655	"p.adj < 0.05"
"187"	"Bifidobacterium breve [r_01098]"	0.202934094089445	0.54617332337099	0.262669515832508	0.457894736842105	-0.0898279162082645	"not sig"
"188"	"Bifidobacterium catenulatum/kashiwanohense [r_02701]"	0.766559036052263	0.953230356868694	0.0208021354289897	0.486315789473684	-0.0592024996682773	"not sig"
"189"	"Bifidobacterium dentium [r_02698]"	0.0259791239630021	0.441542899097003	0.355027095175842	0.616491228070175	0.482255202206084	"not sig"
"190"	"Bifidobacterium longum [r_01099]"	0.0237855427030829	0.441542899097003	0.355027095175842	0.373508771929825	-0.582561253053844	"not sig"
"191"	"Bifidobacterium pseudocatenulatum [r_02700]"	0.826706083820407	0.959813503494959	0.0178131443264007	0.489473684210526	-0.0322737282400263	"not sig"
"192"	"Bifidobacterium ruminantium [r_02702]"	0.00315499213552634	0.162967478385072	0.787899054289864	0.368421052631579	-0.617143058029804	"not sig"
"193"	"Bilophila wadsworthia [r_04300]"	0.242173139811012	0.576001866447952	0.239576109308154	0.434385964912281	-0.196086344169759	"not sig"
"194"	"Bittarella massiliensis [r_04646]"	0.0266087048825658	0.441542899097003	0.355027095175842	0.403508771929825	-0.252664722301762	"not sig"
"195"	"Blautia hansenii [r_03670]"	0.0153336189790822	0.367733040873347	0.434467346948376	0.45	-0.00502494625359444	"not sig"
"196"	"Blautia hydrogenotrophica [r_03685]"	0.209284774055741	0.562138903113721	0.250156358092622	0.442105263157895	-0.251019750807029	"not sig"
"197"	"Blautia massiliensis [r_03342]"	0.0923303055662748	0.496177636715957	0.304362813763376	0.405263157894737	-0.262906164365585	"not sig"
"198"	"Blautia obeum [r_05139]"	0.102274360044765	0.496177636715957	0.304362813763376	0.408070175438597	-0.210209433070942	"not sig"
"199"	"Blautia obeum [r_05140]"	0.878216044525128	0.959813503494959	0.0178131443264007	0.491228070175439	0.190469891501428	"not sig"
"200"	"Blautia obeum/wexlerae [r_02154]"	0.00228723091027004	0.153587555624633	0.813643971430134	0.328421052631579	-0.326546894067171	"not sig"
"201"	"Blautia producta [r_02151]"	0.0680943168051642	0.494634665899311	0.305715449880897	0.458947368421053	-0.00502494625359444	"not sig"
"202"	"Blautia producta [r_02152]"	0.248943780817508	0.576001866447952	0.239576109308154	0.45859649122807	-0.13717746356887	"not sig"
"203"	"Blautia sp. CAG:257 [r_07602]"	0.0310602178204939	0.441542899097003	0.355027095175842	0.46	0	"not sig"
"204"	"Blautia sp. [r_03597]"	0.09453736548714	0.496177636715957	0.304362813763376	0.424561403508772	-0.322918494665718	"not sig"
